2009.00000,2010.00000,2011.00000,2012.00000,2013.00000,2014.00000,2015.00000
1311311893.00000,1319421707.00000,1327625889.00000,1335900004.00000,1344244625.00000,1352699973.00000,1361267449.00000
1324655000.00000,1331260000.00000,1337705000.00000,1344130000.00000,1350695000.00000,1357380000.00000,1364270000.00000
